tconst,title,type,year,minutes,rating,votes,principals,genre
tt0106937,The Legend 2,movie,1993,95,7.0,4115,10,Action
tt0106938,For Better and for Worse,tvMovie,1993,87,4.7,112,10,Comedy
tt0106939,For Better or for Worse,movie,1993,57,7.0,26,3,Documentary
tt0106940,For Love and Glory,tvMovie,1993,96,6.4,54,10,Drama
tt0106941,For Love or Money,movie,1993,96,6.2,12721,10,Comedy
tt0106942,For Their Own Good,tvMovie,1993,118,6.4,112,10,Drama
tt0106943,For the Love of My Child: The Anissa Ayala Story,tvMovie,1993,89,5.5,102,10,Other
tt0106946,Forced to Kill,movie,1994,93,5.1,195,10,Action
tt0106947,Foreign Affairs,tvMovie,1993,100,6.8,147,10,Comedy
tt0106950,Fortress,movie,1992,95,5.9,27341,10,Action
tt0106951,Fortunes of War,movie,1994,107,4.7,188,10,Action
tt0106953,Frameup,movie,1993,91,7.3,159,7,Crime
tt0106954,Deadly Conspiracy,movie,1992,92,3.9,41,7,Action
tt0106955,Jonathan Stone: Threat of Innocence,tvMovie,1994,86,4.9,68,10,Drama
tt0106961,Franz Kafka's It's a Wonderful Life,short,1993,23,7.3,1020,10,Other
tt0106962,Francois Truffaut: Stolen Moments,movie,1993,88,7.5,111,10,Documentary
tt0106963,Frauds,movie,1993,90,6.0,956,10,Comedy
tt0106965,Free Willy,movie,1993,112,6.0,68627,10,Adventure
tt0106966,Strawberry and Chocolate,movie,1993,108,7.4,5312,10,Comedy
tt0106970,Hell Comes to Frogtown II,movie,1992,90,3.0,319,10,Action
tt0106973,Frosty Returns,tvShort,1992,24,5.0,3075,10,Animation
tt0106976,Fugitive Nights: Danger in the Desert,tvMovie,1993,95,6.1,72,10,Action
tt0106977,The Fugitive,movie,1993,130,7.8,266480,10,Action
tt0106979,Full Contact,movie,1993,96,5.8,330,10,Action
tt0106980,Full Eclipse,tvMovie,1993,93,5.6,1630,10,Crime
tt0106981,Obsesion,movie,1993,110,6.0,65,10,Drama
tt0106983,Future Shock,movie,1994,98,4.1,325,10,Other
tt0106985,Mystery!: Gallowglass,tvMiniSeries,1993,55,6.6,133,10,Crime
tt0106998,The Genius,movie,1993,86,5.2,6,8,Comedy
tt0106999,Normal People Are Nothing Special,movie,1993,95,7.1,291,10,Comedy
tt0107002,Germinal,movie,1993,160,7.1,4743,10,Drama
tt0107003,Geronimo,tvMovie,1993,100,6.5,454,10,Other
tt0107004,Geronimo: An American Legend,movie,1993,115,6.5,9243,10,Drama
tt0107007,The Killer Angels,movie,1993,271,7.6,25971,10,Drama
tt0107008,Ghost Mom,tvMovie,1993,85,6.0,97,10,Action
tt0107009,Ghost in the Machine,movie,1993,95,4.6,3291,10,Other
tt0107011,Gift,video,1993,80,7.9,257,10,Documentary
tt0107012,Benito: The Rise and Fall of Mussolini,tvMiniSeries,1993,114,5.8,194,10,Other
tt0107014,Girlfriends,movie,1993,69,3.7,55,10,Comedy
tt0107022,Goblin,video,1993,74,3.1,208,10,Other
tt0107025,God's Lonely Man,movie,1996,98,6.2,227,10,Drama
tt0107027,Godzilla vs. Mechagodzilla 2,movie,1993,108,6.6,4358,10,Action
tt0107029,Blind Man's Bluff,movie,1993,93,6.7,10,10,Drama
tt0107033,Good Girls Don't,movie,1993,89,4.6,75,7,Action
tt0107034,The Good Son,movie,1993,87,6.4,36408,10,Drama
tt0107035,The Miracle of St. Francis,movie,1993,91,5.6,112,10,Adventure
tt0107037,Gorilla Bathes at Noon,movie,1993,83,5.6,192,10,Comedy
tt0107038,Gorotica,movie,1993,60,4.7,111,10,Other
tt0107040,The Great Pumpkin,movie,1993,95,6.9,473,10,Drama
tt0107042,Shades of Fear,movie,1994,93,6.5,231,10,Comedy
tt0107044,Gregory K,tvMovie,1993,89,6.4,171,10,Drama
tt0107045,Grief,movie,1993,87,5.8,328,10,Comedy
tt0107048,Groundhog Day,movie,1993,101,8.0,576347,10,Comedy
tt0107050,Grumpy Old Men,movie,1993,103,7.0,42921,10,Comedy
tt0107057,Guilty as Sin,movie,1993,107,5.6,4729,10,Crime
tt0107061,Battle Angel,video,1993,54,7.3,4791,10,Action
tt0107062,Gunsmoke: The Long Ride,tvMovie,1993,94,7.4,238,10,Other
tt0107064,Child Murders,movie,1993,78,6.6,118,10,Drama
tt0107065,Gypsy,tvMovie,1993,153,7.1,1691,10,Other
tt0107068,Down the Drain,movie,1993,92,6.5,83,10,Comedy
tt0107069,The Legend of the Dog Warriors: The Hakkenden,tvMiniSeries,1990,420,7.3,220,10,Adventure
tt0107071,Half Japanese: The Band That Would Be King,movie,1993,90,7.2,272,8,Documentary
tt0107074,The Hanged Man,movie,1993,95,7.0,8,7,Other
tt0107076,Hard Target,movie,1993,97,6.2,44678,10,Action
tt0107079,Sugar Hill,movie,1993,123,5.9,4128,10,Crime
tt0107082,Hart to Hart Returns,tvMovie,1993,86,6.7,217,10,Adventure
tt0107084,The Harvest,movie,1992,97,5.3,601,10,Crime
tt0107085,Slight Fever of a 20-Year-Old,movie,1993,114,6.2,275,10,Drama
tt0107086,Hated: GG Allin & the Murder Junkies,movie,1993,52,7.3,2873,8,Other
tt0107090,Hear No Evil,movie,1993,97,5.1,1118,10,Other
tt0107091,Heart and Souls,movie,1993,104,7.0,16190,10,Comedy
tt0107092,Heartbeat,tvMovie,1993,100,5.7,341,10,Comedy
tt0107096,Heaven & Earth,movie,1993,140,6.8,13245,10,Action
tt0107099,Heidi,tvMiniSeries,1993,193,7.2,1664,10,Drama
tt0107101,Cold to the Touch,movie,1994,95,4.9,3068,10,Action
tt0107107,Hexed,movie,1993,90,5.6,1530,10,Comedy
tt0107108,Hidden Fears,movie,1993,90,4.4,109,10,Other
tt0107110,Hidden Obsession,movie,1993,92,4.9,105,10,Other
tt0107111,High Lonesome: The Story of Bluegrass Music,movie,1992,95,8.0,129,9,Documentary
tt0107112,Higher Goals,short,1993,30,8.5,6,8,Documentary
tt0107117,The Hit List,movie,1993,93,5.5,820,10,Action
tt0107120,Hocus Pocus,movie,1993,96,6.9,103150,10,Comedy
tt0107121,Head Above Water,movie,1993,97,6.5,1118,10,Comedy
tt0107126,Hollyrock-a-Bye Baby,tvMovie,1993,90,6.7,288,10,Animation
tt0107130,A Home of Our Own,movie,1993,104,7.1,2931,10,Other
tt0107131,Homeward Bound: The Incredible Journey,movie,1993,84,6.9,41838,10,Adventure
tt0107133,Homo Promo,movie,1991,62,6.0,64,1,Comedy
tt0107138,Upsydaisy,movie,1993,92,6.6,17,9,Comedy
tt0107140,Horizon,short,1993,5,5.9,8,6,Short
tt0107141,Hostages,tvMovie,1992,96,6.8,250,10,Drama
tt0107144,Hot Shots! Part Deux,movie,1993,86,6.6,84087,10,Action
tt0107146,The Advocate,movie,1993,152,6.6,1883,10,Crime
tt0107147,A House in the Hills,movie,1993,95,5.7,756,10,Other
tt0107148,Before I Wake,movie,1993,109,6.3,2556,10,Drama
tt0107150,House of Secrets,tvMovie,1993,120,5.6,207,10,Other
tt0107151,The House of the Spirits,movie,1993,140,6.9,20896,10,Drama
tt0107152,Household Saints,movie,1993,124,7.0,821,10,Drama
tt0107153,Housewife from Hell,movie,1993,82,2.0,136,7,Comedy
tt0107154,How U Like Me Now,movie,1992,110,6.2,43,10,Comedy
tt0107156,The Wedding Banquet,movie,1993,106,7.6,13984,10,Comedy
tt0107157,The Puppetmaster,movie,1993,142,7.2,1659,10,Other
tt0107158,A Soul Haunted by Painting,movie,1994,130,6.7,390,10,Other
tt0107162,Once Upon a Time in China IV,movie,1993,101,6.1,940,10,Action
tt0107164,Huck and the King of Hearts,movie,1994,98,5.5,167,10,Adventure
tt0107165,Golden Balls,movie,1993,95,6.1,3223,10,Comedy
tt0107166,We Are Travelers on the Path of Love,movie,1993,163,7.4,5338,10,Comedy
tt0107177,I Am a Promise: The Children of Stanton Elementary School,movie,1993,89,7.1,173,5,Documentary
tt0107178,Stalking Laura,tvMovie,1993,92,6.5,1036,10,Crime
tt0107179,A Man in Uniform,movie,1993,99,6.7,561,10,Drama
tt0107180,I Yabba-Dabba Do!,tvMovie,1993,92,6.5,640,10,Animation
tt0107181,I'll Fly Away: Then and Now,tvMovie,1993,96,8.5,173,10,Drama
tt0107182,Ice,movie,1994,91,3.8,344,10,Action
tt0107183,The Ice Runner,movie,1992,110,5.5,176,10,Adventure
tt0107193,Images from the Qhajar Dynasty,short,1993,18,6.2,96,3,Documentary
tt0107194,Imagine,short,1993,22,8.6,10,5,Documentary
tt0107202,In Search of the Obelisk,short,1993,4,6.1,19,9,Short
tt0107204,In the Company of Darkness,tvMovie,1993,94,5.8,484,10,Crime
tt0107205,In the Line of Duty: Ambush in Waco,tvMovie,1993,98,5.3,598,10,Action
tt0107206,In the Line of Fire,movie,1993,128,7.2,92007,10,Action
tt0107207,In the Name of the Father,movie,1993,133,8.1,156007,10,Other
tt0107208,In the Shadows Someone's Watching,tvMovie,1993,92,5.7,97,10,Drama
tt0107209,Faraway So Close!,movie,1993,144,7.3,7590,10,Drama
tt0107210,Extreme,movie,1993,93,3.9,436,10,Drama
tt0107211,Indecent Proposal,movie,1993,117,6.0,63505,10,Drama
tt0107212,Tamakawa,movie,1993,97,6.6,5155,10,Comedy
tt0107214,India,movie,1993,90,8.0,2789,10,Comedy
tt0107216,Inland Empire,movie,1993,60,6.1,24,5,Action
tt0107219,Inside Edge,movie,1992,84,4.2,123,10,Action
tt0107220,Inside Monkey Zetterland,movie,1992,93,5.4,300,10,Comedy
tt0107221,Maigret,tvSeries,1992,60,7.7,648,10,Crime
tt0107222,Intent to Kill,video,1992,99,4.5,296,10,Action
tt0107225,Ciao Professore!,movie,1992,100,6.9,1891,10,Comedy
tt0107227,Terrorism & Bar.b.que,movie,1992,105,7.6,2248,10,Action
tt0107229,Irresistible Force,tvMovie,1993,80,5.4,220,10,Action
tt0107231,Our Father...,movie,1993,88,6.4,148,10,Drama
tt0107232,It Was a Wonderful Life,movie,1993,82,7.2,135,10,Documentary
tt0107233,The Dreamers,movie,1993,87,7.1,715,10,Documentary
tt0107234,It's Nothing Personal,tvMovie,1993,96,4.8,30,10,Drama
tt0107235,It's Showtime,movie,1993,90,4.8,13,6,Drama
tt0107243,Jack L. Warner: The Last Mogul,movie,1993,104,6.7,48,8,Other
tt0107244,Jack Reed: Badge of Honor,tvMovie,1993,96,6.1,194,10,Crime
tt0107247,Jack the Bear,movie,1993,99,6.5,3906,10,Comedy
tt0107249,Awake,movie,1993,134,3.2,429,10,Action
tt0107254,Jason Goes to Hell,movie,1993,87,4.2,28429,10,Other
tt0107259,Joan the Maid 1: The Battles,movie,1994,160,7.1,595,10,Other
tt0107260,Joan the Maid 2: The Prisons,movie,1994,176,7.3,516,10,Other
tt0107263,Jericho Fever,tvMovie,1993,88,6.0,95,10,Other
tt0107273,Joey Breaker,movie,1993,92,4.1,161,10,Comedy
tt0107274,Johnny One Hundred Pesos,movie,1993,90,6.6,549,10,Crime
tt0107276,Look to the Sky,movie,1993,100,6.6,382,10,Drama
tt0107277,Josh and S.A.M.,movie,1993,96,5.7,1405,10,Adventure
tt0107279,Journey to the Center of the Earth,tvMovie,1993,90,3.1,736,10,Adventure
tt0107282,The Joy Luck Club,movie,1993,139,7.7,15212,10,Drama
tt0107284,The Judas Project,movie,1990,97,3.5,225,10,Action
tt0107285,Judgment Day: The John List Story,tvMovie,1993,96,6.2,189,10,Crime
tt0107286,Judgment Night,movie,1993,110,6.7,15373,10,Action
tt0107287,Torch Song,tvMovie,1993,89,4.7,144,10,Drama
tt0107289,Go Hugo Go,movie,1993,73,6.1,1561,10,Animation
tt0107290,JP,movie,1993,127,8.1,863292,10,Action
tt0107292,Just One of the Girls,video,1993,91,5.7,1522,10,Comedy
tt0107302,Kalifornia,movie,1993,117,6.7,50724,10,Crime
tt0107305,Kanehsatake: 270 Years of Resistance,movie,1993,119,8.1,305,10,Documentary
tt0107307,The Men's Choir,movie,1992,93,6.7,150,10,Comedy
tt0107309,Katya Ismailova,movie,1994,96,6.2,369,10,Drama
tt0107311,Khal Nayak: The Villain,movie,1993,190,7.2,2960,10,Action
tt0107314,Kids of Survival,movie,1996,87,6.6,13,9,Documentary
tt0107316,Kill Zone,movie,1993,81,4.2,151,10,Action
tt0107318,Killer Rules,tvMovie,1993,89,5.0,40,10,Crime
tt0107319,Grey Knight,movie,1993,82,4.7,632,10,Other
tt0107320,Killing Device,movie,1993,93,4.1,16,10,Action
tt0107322,King of the Hill,movie,1993,103,7.4,7544,10,Drama
tt0107327,Kiss of a Killer,tvMovie,1993,93,6.2,78,10,Drama
tt0107333,Knights,movie,1993,90,4.9,1841,10,Action
tt0107345,Mask of Zeguy,movie,1993,70,5.4,40,10,Adventure
tt0107346,Many Happy Returns,movie,1993,95,7.3,71,10,Comedy
tt0107349,The Slingshot,movie,1993,102,6.4,1920,10,Drama
tt0107353,L.A. Goddess,movie,1993,96,4.4,71,10,Comedy
tt0107354,Laafi,movie,1991,98,6.2,14,10,Drama
tt0107355,Labor of Love: The Arlette Schweitzer Story,tvMovie,1993,95,6.0,69,10,Other
tt0107356,Lady Dragon 2,movie,1993,95,4.7,274,9,Action
tt0107357,Lake Consequence,tvMovie,1993,90,4.8,1195,10,Drama
tt0107362,Last Action Hero,movie,1993,130,6.4,136348,10,Action
tt0107366,Last Call at Maud's,movie,1993,77,7.1,49,6,Documentary
tt0107368,The Last Hit,tvMovie,1993,93,5.4,147,10,Other
tt0107369,The Last Leaf,short,1993,30,7.1,15,10,Short
tt0107370,Last Light,tvMovie,1993,104,6.4,794,10,Action
tt0107371,Garwood: Prisoner of War,tvMovie,1992,96,5.6,131,10,Other
tt0107372,The Last Party,movie,1993,96,6.3,500,10,Documentary
tt0107378,Laurel Avenue,tvMiniSeries,1993,180,7.7,119,10,Drama
tt0107382,Legend of the Galactic Heroes: Overture to a New War,movie,1993,90,7.8,478,10,Animation
tt0107384,Leningrad Cowboys Meet Moses,movie,1994,94,5.7,1401,9,Adventure
tt0107387,Leprechaun,movie,1993,92,4.8,23544,10,Comedy
tt0107392,Lethal Ninja,movie,1992,97,3.2,198,10,Action
tt0107400,Liar Liar: Between Father and Daughter,tvMovie,1993,90,6.6,412,10,Drama
tt0107401,The Liars' Club,movie,1993,95,5.5,412,10,Drama
tt0107405,Revenge of the Cheetah,movie,1992,84,5.2,113,10,Action
tt0107411,The Life and Times of Allen Ginsberg,tvEpisode,1994,82,7.5,238,10,Other
tt0107412,A Life in the Theatre,tvMovie,1993,78,5.8,194,10,Comedy
tt0107413,Life with Mikey,movie,1993,91,5.6,5433,10,Comedy
tt0107415,Lifepod,tvMovie,1993,89,5.6,1092,10,Other
tt0107416,Lightning in a Bottle,movie,1993,109,6.0,83,10,Drama
tt0107417,Dead Connection,movie,1994,93,4.8,529,10,Crime
tt0107419,Lillian,movie,1993,82,8.1,35,10,Other
tt0107420,Linda,tvMovie,1993,86,5.8,298,10,Crime
tt0107426,Little Buddha,movie,1993,123,6.1,15694,10,Drama
tt0107427,Home for Christmas,movie,1993,90,5.1,317,10,Comedy
tt0107428,Deadly Melody,movie,1994,91,6.3,431,10,Action
tt0107432,Living Proof: HIV and the Pursuit of Happiness,movie,1994,72,7.5,24,10,Documentary
tt0107438,Look Who's Talking Now!,movie,1993,96,4.4,27631,10,Comedy
tt0107443,Lost in Yonkers,movie,1993,114,6.8,2653,10,Comedy
tt0107447,Love and Human Remains,movie,1993,100,6.7,2440,10,Comedy
tt0107448,Love Bites: The Reluctant Vampire,movie,1993,98,5.8,538,10,Comedy
tt0107449,Love Matters,tvMovie,1993,95,4.9,119,10,Drama
tt0107451,Love Cheat & Steal,movie,1993,96,5.1,808,10,Other
tt0107452,Love Honor & Obey: The Last Mafia Marriage,tvMovie,1993,155,6.6,253,10,Drama
tt0107455,Luck Trust and Ketchup,movie,1993,90,7.0,151,10,Documentary
tt0107464,Lush Life,tvMovie,1993,106,6.8,393,10,Drama
tt0107468,M. Butterfly,movie,1993,101,6.8,8670,10,Drama
tt0107472,The Power of the Image: Leni Riefenstahl,movie,1993,183,8.3,2188,10,Other
tt0107473,Mad Dog and Glory,movie,1993,97,6.2,20409,10,Comedy
tt0107478,Genesis,movie,1993,111,5.1,15607,10,Comedy
tt0107482,Magic Kid,video,1993,90,4.4,347,10,Action
tt0107486,Foetus,movie,1994,102,6.9,30,10,Drama
tt0107492,The Making of '...And God Spoke',movie,1993,82,6.7,832,10,Comedy
tt0107493,Malcolm X: Make It Plain,tvEpisode,1994,150,7.7,128,10,Other
tt0107497,Bodily Harm,movie,1993,107,6.4,22590,10,Crime
tt0107501,The Man Without a Face,movie,1993,115,6.7,27667,10,Drama
tt0107502,The Man from Left Field,tvMovie,1993,96,6.1,260,10,Comedy
tt0107503,The Man with Three Wives,tvMovie,1993,95,5.9,163,10,Drama
tt0107504,Man's Best Friend,movie,1993,87,5.2,4049,10,Comedy
tt0107505,Sentry,movie,1993,81,4.2,463,10,Action
tt0107507,Manhattan Murder Mystery,movie,1993,104,7.3,39632,9,Comedy
tt0107508,Manhattan by Numbers,movie,1993,110,7.4,92,8,Drama
tt0107514,Mercedes,movie,1993,108,5.7,128,10,Drama
tt0107519,Marked for Murder,tvMovie,1993,90,4.8,72,10,Action
tt0107522,Married People Single Sex,movie,1994,90,4.0,191,10,Drama
tt0107523,Married to It,movie,1991,112,5.8,848,10,Comedy
tt0107525,Martial Outlaw,video,1993,86,5.8,335,10,Action
tt0107528,Killing Grandpa,movie,1993,115,6.2,98,10,Comedy
tt0107529,Matinee,movie,1993,99,6.9,9629,10,Comedy
tt0107530,A Matter of Justice,tvMovie,1993,240,7.1,436,10,Drama
tt0107537,Celestial Clockwork,movie,1995,85,6.7,363,10,Comedy
tt0107547,My Private War,movie,1990,90,7.4,185,5,Documentary
tt0107553,Men Don't Tell,tvMovie,1993,95,6.7,310,10,Drama
tt0107554,Menace II Society,movie,1993,97,7.5,51726,10,Crime
tt0107556,Mercy Mission: The Rescue of Flight 771,tvMovie,1993,95,6.6,529,10,Drama
tt0107557,Rumic World: Mermaid's Scar,video,1993,50,7.0,177,10,Animation
tt0107561,Metamorphosis: The Alien Factor,movie,1990,98,4.9,790,10,Other
tt0107562,Metechmio,movie,1994,85,6.0,43,10,Drama
tt0107563,The Meteor Man,movie,1993,100,5.2,7694,10,Action
tt0107566,My Crazy Life,movie,1993,92,6.5,1968,10,Crime
tt0107568,Midnight 2: Sex Death and Videotape,movie,1993,72,4.5,67,6,Other
tt0107570,Midnight Edition,movie,1993,97,5.1,43,10,Other
tt0107571,Midnight Kiss,movie,1993,85,4.4,204,10,Other
tt0107572,Daughter of Darkness,movie,1993,96,5.6,525,10,Comedy
tt0107573,Honey Sweet Love...,movie,1994,100,7.0,45,10,Comedy
tt0107577,Miracle Child,tvMovie,1993,100,6.3,27,10,Drama
tt0107578,Miracle on Interstate 880,tvMovie,1993,90,5.8,201,10,Drama
tt0107587,Mod Fuck Explosion,movie,1994,67,5.1,383,10,Comedy
tt0107588,Ivan & Abraham,movie,1993,105,6.8,242,10,Drama
tt0107589,Moldiver,tvSeries,1993,30,6.3,109,10,Animation
tt0107590,Molly & Gina,movie,1994,93,4.5,74,9,Drama
tt0107591,A Child Too Many: The Patty Nowakowski Story,tvMovie,1993,120,6.2,148,10,Drama
tt0107592,Moment of Truth: Stalking Back,tvMovie,1993,96,6.5,266,10,Crime
tt0107593,Moment of Truth: Why My Daughter?,tvMovie,1993,96,6.3,261,10,Drama
tt0107594,Money for Nothing,movie,1993,100,5.8,3683,10,Comedy
tt0107597,Monolith,movie,1993,91,4.6,810,10,Action
tt0107604,Morning Glory,movie,1993,96,6.6,393,10,Drama
tt0107605,Mother of the Bride,tvMovie,1993,94,6.3,175,9,Drama
tt0107606,Mother's Boys,movie,1993,96,5.4,2975,10,Drama
tt0107607,A Mother's Revenge,tvMovie,1993,100,6.1,324,10,Crime
tt0107611,Mr. Jones,movie,1993,114,5.8,6794,10,Drama
tt0107612,Rough Stuff,movie,1993,84,3.8,8808,10,Action
tt0107613,Mr. Wonderful,movie,1993,98,5.9,3113,10,Comedy
tt0107614,Mrs. Doubtfire,movie,1993,125,7.0,244874,10,Comedy
tt0107616,Much Ado About Nothing,movie,1993,111,7.3,45023,10,Comedy
tt0107617,The Scent of Green Papaya,movie,1993,104,7.4,7889,10,Drama
tt0107618,The Mummy Lives,movie,1993,97,3.7,290,10,Other
tt0107619,Starkweather: Murder in the Heartland,tvMiniSeries,1993,157,6.5,555,10,Crime
tt0107620,Murder of Innocence,tvMovie,1993,90,6.6,408,10,Drama
tt0107623,The Music of Chance,movie,1993,98,7.1,2104,10,Drama
tt0107626,Johnny Zombie,movie,1993,85,5.4,4253,10,Comedy
tt0107628,My Family Treasure,movie,1993,95,6.0,74,10,Adventure
tt0107630,My Life,movie,1993,117,6.9,10712,10,Drama
tt0107631,My Life's in Turnaround,movie,1993,84,5.1,310,8,Comedy
tt0107642,Café au lait,movie,1993,94,6.1,1021,10,Comedy
tt0107651,Sidestroke,movie,1993,92,6.3,43,9,Comedy
tt0107653,Naked,movie,1993,132,7.8,34372,10,Comedy
tt0107654,Naked Instinct,movie,1993,90,4.6,76,9,Drama
tt0107659,Loaded Weapon 1,movie,1993,84,6.2,44279,10,Action
tt0107660,Navigators of the Space,movie,1993,102,2.7,39,10,Adventure
tt0107661,The Flood,movie,1993,99,6.0,119,10,Crime
tt0107662,People of the Rice Paddies,movie,1994,125,7.3,268,10,Drama
tt0107664,H.P. Lovecraft's Necronomicon Book of the Dead,movie,1993,96,5.8,5627,10,Other
tt0107665,Needful Things,movie,1993,120,6.3,22688,10,Crime
tt0107666,The Neighbor,movie,1993,93,5.6,432,10,Other
tt0107668,Nemesis,movie,1992,95,5.4,5072,10,Action
tt0107680,Night Eyes Three,movie,1993,97,4.4,502,10,Drama
tt0107681,Night Owl,movie,1993,77,5.0,142,10,Crime
tt0107682,Night Owl,tvMovie,1993,88,4.3,123,10,Other
tt0107683,Train to Hell,movie,1993,98,2.2,890,10,Other
tt0107684,Night Trap,movie,1993,93,4.1,312,9,Other
tt0107685,The Night We Never Met,movie,1993,99,6.0,2372,10,Comedy
tt0107688,The Nightmare Before Christmas,movie,1993,76,8.0,299064,10,Animation
tt0107692,Jubei Ninpocho: The Wind Ninja Chronicles,movie,1993,94,7.9,34395,10,Action
tt0107693,Nitrate Kisses,movie,1992,67,7.0,107,10,Documentary
tt0107694,No Child of Mine,tvMovie,1993,93,6.2,146,10,Other
tt0107695,No Escape No Return,movie,1993,91,4.2,154,10,Action
tt0107696,A Dangerous Place,movie,1994,97,5.5,389,10,Action
tt0107704,Not in My Family,tvMovie,1993,87,5.6,138,10,Drama
tt0107709,The November Men,movie,1993,98,6.6,78,8,Drama
tt0107711,Nowhere to Run,movie,1993,94,5.7,21673,10,Action
tt0107718,Nurses on the Line,tvMovie,1993,87,4.6,259,10,Adventure
tt0107719,The Nutcracker,movie,1993,92,5.9,1848,10,Family
tt0107726,Odile & Yvette at the Edge of the World,movie,1993,95,6.6,21,10,Family
tt0107727,The Eyes of Vichy,movie,1993,110,7.2,307,10,Documentary
tt0107731,Oh My Goddess!,tvMiniSeries,1993,160,7.5,1142,10,Animation
tt0107745,The Endangered,movie,1993,71,6.5,5048,10,Adventure
tt0107747,One Foot on a Banana Peel the Other Foot in the Grave: Secrets from the Dolly Madison Room,movie,1994,79,7.2,42,8,Documentary
tt0107748,One Nation Under God,movie,1993,83,7.3,193,8,Documentary
tt0107749,Grounds for Murder,tvMovie,1993,95,5.7,123,10,Drama
tt0107750,Only the Strong,movie,1993,99,6.7,5713,10,Action
tt0107755,Ordinary Magic,movie,1993,103,5.9,300,10,Drama
tt0107756,Orlando,movie,1992,94,7.2,14478,10,Other
tt0107760,Autumn,short,1993,6,6.0,14,10,Drama
tt0107762,Out for Blood,movie,1992,90,5.1,335,10,Action
tt0107763,The Outfit,movie,1993,92,4.1,108,9,Action
tt0107764,Street Zombies,movie,1993,83,4.1,368,10,Other
tt0107766,Package Double Package and Counterpackage,movie,1993,118,6.7,134,10,Comedy
tt0107768,Painted Desert,movie,1993,106,8.1,19,10,Drama
tt0107773,Paper Hearts,movie,1993,88,5.1,127,10,Drama
tt0107777,Tradition,movie,1993,155,5.7,1028,10,Action
tt0107782,A Part of the Family,tvMovie,1994,87,6.0,18,10,Drama
tt0107787,Passin' It On,movie,1993,57,7.3,19,5,Documentary
tt0107788,The Van Gogh Wake,movie,1990,87,7.0,11,10,Drama
tt0107790,Masquerade,tvMovie,1993,96,5.8,96,10,Crime
tt0107798,The Pelican Brief,movie,1993,141,6.6,76731,10,Crime
tt0107804,Percy & Thunder,tvMovie,1993,100,6.0,54,10,Drama
tt0107808,A Perfect World,movie,1993,138,7.6,73626,10,Crime
tt0107810,A Perry Mason Mystery: The Case of the Wicked Wives,tvMovie,1993,96,6.9,265,10,Crime
tt0107811,Perry Mason: The Case of the Killer Kiss,tvMovie,1993,96,7.4,343,10,Crime
tt0107812,Perry Mason: The Case of the Skin-Deep Scandal,tvMovie,1993,91,7.2,345,10,Crime
tt0107813,Perry Mason: The Case of the Telltale Talk Show Host,tvMovie,1993,96,7.2,310,10,Crime
tt0107818,People Like Us,movie,1993,125,7.7,223096,10,Drama
tt0107819,Philadelphia Experiment II: Night of the Phoenix,movie,1993,97,4.6,1812,10,Action
tt0107821,Phool Aur Angaar,movie,1993,146,5.5,120,10,Action
tt0107822,The Piano,movie,1993,121,7.6,78680,10,Drama
tt0107824,The Pickle,movie,1993,103,4.4,588,9,Comedy
tt0107825,The Ring with a Crowned Eagle,movie,1992,104,5.6,194,10,Drama
tt0107833,A Place to Be Loved,tvMovie,1993,95,6.5,121,10,Other
tt0107837,Playboy Video Centerfold: Playmate of the Year Anna Nicole Smith,video,1993,37,6.5,160,10,Documentary
tt0107838,Skate Dragons,video,1997,80,1.4,2251,10,Action
tt0107840,Poetic Justice,movie,1993,109,6.1,12745,10,Drama
tt0107842,Point of Impact,movie,1993,96,3.3,574,10,Action
tt0107843,Nikita,movie,1993,109,6.1,24955,10,Action
tt0107844,Poisoned by Love: The Kern County Murders,tvMovie,1993,95,5.0,141,10,Drama
tt0107845,Sunfish,movie,1993,97,5.5,6,10,Comedy
tt0107846,Murder at the Savoy,video,1993,91,5.9,1041,10,Crime
tt0107849,Polish Crash,tvMovie,1993,92,4.9,34,10,Crime
tt0107851,Pool Days,short,1993,27,6.6,308,7,Comedy
tt0107852,The Pope of Utah,movie,1993,83,6.3,21,10,Drama
tt0107859,The Portrait,tvMovie,1993,90,6.0,197,10,Drama
tt0107861,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,tvMovie,1993,99,6.7,1275,10,Other
tt0107863,Posse,movie,1993,111,5.5,3963,10,Other
tt0107868,Praying Mantis,tvMovie,1993,90,5.2,306,10,Crime
tt0107869,Precious Victims,tvMovie,1993,93,7.0,112,10,Crime
tt0107870,Prehysteria!,movie,1993,84,4.5,1635,10,Adventure
tt0107875,The Princess and the Goblin,movie,1991,82,6.8,2475,9,Adventure
tt0107877,Prison Heat,movie,1993,91,4.1,665,10,Crime
tt0107878,Private Lessons II,movie,1993,85,4.5,92,10,Comedy
tt0107879,Private Wars,video,1993,88,4.8,139,10,Action
tt0107889,The Program,movie,1993,112,6.5,9212,10,Action
tt0107890,Prophet of Evil: The Ervil LeBaron Story,tvMovie,1993,100,5.4,227,10,Other
tt0107893,The Beautiful Life of Bronek Pekosinski,movie,1993,100,6.4,66,9,Other
tt0107894,Psycho Cop Returns,movie,1993,80,5.0,1101,10,Drama
tt0107895,Public Access,movie,1993,90,5.2,826,10,Drama
tt0107899,Puppet Master 4: The Demon,video,1993,79,5.3,2841,10,Other
tt0107908,Aftershock,video,1992,85,4.8,129,10,Other
